所有權人;管理者;行政區;段小段;地號;面積;分母;分子;持分面積;使用分區
中華民國;財政部國有財產署;萬華區;莒光段三小段;05990031;0.07;1;1;0.07;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參之壹種住宅區)
中華民國;財政部國有財產署;萬華區;莒光段三小段;05990032;147;1;1;147;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參之壹種住宅區)
中華民國;財政部國有財產署;萬華區;莒光段三小段;05990033;46;1;1;46;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;萬華區;莒光段三小段;05990034;83;1;1;83;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參之壹種住宅區)
中華民國;財政部國有財產署;萬華區;莒光段三小段;05990036;16;1;1;16;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;萬華區;莒光段三小段;05990038;14;1;1;14;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;萬華區;莒光段三小段;05990039;0.93;1;1;0.93;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;萬華區;莒光段三小段;05990040;19;1;1;19;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參之壹種住宅區)
中華民國;財政部國有財產署;萬華區;莒光段四小段;00020002;1;1;1;1;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;00080000;44;2;1;22;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;00270000;41;2;1;20.5;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;00400003;18;10000;1156;2.0808;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;00400014;1;10000;1156;0.1156;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;00440001;9;953;141;1.33158447;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;00440002;5;953;141;0.73976915;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;00500001;75;1;1;75;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;00500006;25;1;1;25;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;00610000;263;1;1;263;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;00610004;45;1;1;45;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;00610005;23;1;1;23;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;00610006;52;1;1;52;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;00610007;31;1;1;31;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;00610008;22;1;1;22;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;00660000;11;1;1;11;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;00700000;55;1;1;55;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;00700001;11;1;1;11;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;00700002;5;1;1;5;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;00740001;96;1;1;96;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;00740002;9;1;1;9;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;00740003;53;1;1;53;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;00740004;7;1;1;7;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;00740005;12;1;1;12;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;00990000;67;1;1;67;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;01010000;107;1;1;107;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;01010001;6;1;1;6;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;01020000;2;1;1;2;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;01040000;61;1;1;61;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;01040002;3;1;1;3;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;01040003;9;1;1;9;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;01040004;9;1;1;9;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;01060000;63;1;1;63;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;01070000;98;1;1;98;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;01070001;23;1;1;23;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;01080000;42;1;1;42;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;01090000;27;1;1;27;特定專用區(一)
中華民國;財政部國有財產署;萬華區;莒光段四小段;01310000;117;1;1;117;第三之一種住宅區
中華民國;財政部國有財產署;萬華區;莒光段四小段;01320000;212;1;1;212;第三之一種住宅區
中華民國;財政部國有財產署;萬華區;莒光段四小段;01410000;12;1;1;12;第三之一種住宅區
中華民國;財政部國有財產署;萬華區;莒光段四小段;01410001;4;1;1;4;第三之一種住宅區
中華民國;財政部國有財產署;萬華區;莒光段四小段;01430000;34;1;1;34;第三之一種住宅區
中華民國;財政部國有財產署;萬華區;莒光段四小段;01430002;12;1;1;12;第三之一種住宅區
中華民國;財政部國有財產署;萬華區;莒光段四小段;01570002;45;1;1;45;第三種住宅區
中華民國;財政部國有財產署;萬華區;莒光段四小段;01650000;25;1;1;25;第三種住宅區
中華民國;財政部國有財產署;萬華區;莒光段四小段;02830000;2;1;1;2;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參之壹種住宅區)
中華民國;財政部國有財產署;萬華區;莒光段四小段;02840000;2;1;1;2;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參之壹種住宅區)
中華民國;財政部國有財產署;萬華區;莒光段四小段;02860000;134;1;1;134;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參之壹種住宅區)
中華民國;財政部國有財產署;萬華區;莒光段四小段;02860001;3;1;1;3;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參之壹種住宅區)
中華民國;財政部國有財產署;萬華區;莒光段四小段;02880000;227;1;1;227;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參之壹種住宅區)
中華民國;財政部國有財產署;萬華區;莒光段四小段;02880001;20;1;1;20;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參之壹種住宅區)
中華民國;財政部國有財產署;萬華區;莒光段四小段;02880002;8;1;1;8;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參之壹種住宅區)
中華民國;財政部國有財產署;萬華區;莒光段四小段;07420000;39;10000;5835;22.7565;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參之壹種住宅區)
中華民國;財政部國有財產署;萬華區;莒光段四小段;08960000;185;2;1;92.5;第三種住宅區
中華民國;財政部國有財產署;萬華區;莒光段四小段;09360000;2;1;1;2;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參之壹種住宅區)
中華民國;財政部國有財產署;萬華區;莒光段四小段;11440000;110;1;1;110;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華中段一小段;00800000;89;12;1;7.416666667;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第壹種商業區)
中華民國;財政部國有財產署;萬華區;華中段一小段;01280000;11;1;1;11;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段一小段;02410000;64;1;1;64;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段一小段;02410002;2;1;1;2;第三種住宅區
中華民國;台北市政府工務局新建工程處;萬華區;華中段一小段;03020000;176;1;1;176;第三種住宅區及道路用地(公共設施用地)
中華民國;財政部國有財產署;萬華區;華中段一小段;03610002;23;1;1;23;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段一小段;03620000;373;1;1;373;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段一小段;03620001;21;1;1;21;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段一小段;03670000;160;1;1;160;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段一小段;03670002;1;1;1;1;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段一小段;03680002;151;1;1;151;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段二小段;00170002;101;1;1;101;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段二小段;00930002;16;1;1;16;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段二小段;02850001;115;1;1;115;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段二小段;02860000;198;1;1;198;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段二小段;02860005;140;1;1;140;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段二小段;02860006;13;1;1;13;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段二小段;02920002;5;1;1;5;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段二小段;03200000;89;1;1;89;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段二小段;03270000;13;1;1;13;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段二小段;03270002;4;1;1;4;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段二小段;03270003;26;1;1;26;第三種住宅區
中華民國;台北市政府工務局新建工程處;萬華區;華中段二小段;03750001;22;1;1;22;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段二小段;03800001;4;1;1;4;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段二小段;03800002;2;1;1;2;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段二小段;03800003;4;1;1;4;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段二小段;03800004;4;1;1;4;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段二小段;03800005;4;1;1;4;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段二小段;04190000;3;1;1;3;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段二小段;04770000;20;1;1;20;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段二小段;08670001;4;8622;918;0.425887265;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段三小段;00600000;32;1;1;32;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段三小段;01040000;1;1;1;1;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段三小段;01060000;18;1;1;18;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段三小段;01120000;70;1;1;70;第三種住宅區及第三之二種住宅區但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)
中華民國;財政部國有財產署;萬華區;華中段三小段;02050000;47;1;1;47;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段三小段;02460000;3;1;1;3;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段三小段;02470000;2;1;1;2;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段三小段;02470001;5;1;1;5;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段三小段;02470002;11;1;1;11;第三種住宅區
中華民國;台北市政府工務局新建工程處;萬華區;華中段三小段;04420001;6;1;1;6;第三種住宅區
中華民國;財政部國有財產署;萬華區;華中段四小段;00160001;7;1;1;7;第三之一種住宅區
中華民國;財政部國有財產署;萬華區;華中段四小段;00640000;10;1;1;10;第三種住宅區
中華民國;台北市政府工務局新建工程處;萬華區;華中段四小段;02380000;70;1;1;70;第三種住宅區但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)
中華民國;財政部國有財產署;萬華區;華江段一小段;02010000;2;1;1;2;第四種住宅區
中華民國;財政部國有財產署;萬華區;華江段一小段;02510000;20;1;1;20;第四種住宅區
中華民國;財政部國有財產署;萬華區;華江段一小段;03180000;17;1;1;17;第四種住宅區
中華民國;財政部國有財產署;萬華區;華江段一小段;03430000;33;3;1;11;第四種住宅區
中華民國;財政部國有財產署;萬華區;華江段一小段;03480002;3;1;1;3;第四種住宅區
中華民國;財政部國有財產署;萬華區;華江段一小段;03480003;4;1;1;4;第四種住宅區
中華民國;財政部國有財產署;萬華區;華江段一小段;04000000;3;1;1;3;第四種住宅區
中華民國;財政部國有財產署;萬華區;華江段一小段;04010000;40;1;1;40;第四種住宅區
中華民國;財政部國有財產署;萬華區;華江段一小段;04020000;17;1;1;17;第四種住宅區
中華民國;財政部國有財產署;萬華區;華江段一小段;04890000;19;1;1;19;第四種住宅區
中華民國;財政部國有財產署;萬華區;華江段三小段;00230000;59;1;1;59;特定專用區(一)
中華民國;台北市政府工務局新建工程處;萬華區;華江段三小段;00320000;82;1;1;82;特定專用區(一)
中華民國;台北市政府工務局新建工程處;萬華區;華江段三小段;00420000;3;1;1;3;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;00470000;1;1;1;1;特定專用區(一)
中華民國;台北市政府工務局新建工程處;萬華區;華江段三小段;00900000;392;1;1;392;特定專用區(一)但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)
中華民國;財政部國有財產署;萬華區;華江段三小段;01250000;65;1;1;65;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;01250001;55;1;1;55;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;01250002;24;1;1;24;特定專用區(一)
中華民國;交通部台灣鐵路管理局;萬華區;華江段三小段;02600013;152;1;1;152;特定專用區(一)
中華民國;台北市政府工務局新建工程處;萬華區;華江段三小段;03080001;1;1;1;1;特定專用區(一)
中華民國;台北市政府工務局新建工程處;萬華區;華江段三小段;03080002;0.37;1;1;0.37;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;03740001;15;1;1;15;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;03740003;4;1;1;4;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;04240001;1;227;1;0.004405286;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;04730000;187;1;1;187;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;04730006;3;1;1;3;特定專用區(二)
中華民國;財政部國有財產署;萬華區;華江段三小段;04730013;7;1;1;7;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;04730018;12;1;1;12;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;04730019;12;1;1;12;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;04730020;1;1;1;1;特定專用區(二)
中華民國;財政部國有財產署;萬華區;華江段三小段;04730022;5;1;1;5;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;04730023;7;1;1;7;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;04730024;10;1;1;10;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;04730025;8;1;1;8;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;04730026;7;1;1;7;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;04730027;7;1;1;7;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;04730028;7;1;1;7;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;05680008;39;1;1;39;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;05680009;34;1;1;34;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;05680010;28;1;1;28;特定專用區(一)
中華民國;交通部台灣鐵路管理局;萬華區;華江段三小段;05680011;173;1;1;173;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;05680019;18;1;1;18;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;05680020;21;1;1;21;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;05680021;3;1;1;3;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;05680022;19;1;1;19;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;05680023;18;1;1;18;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;05680024;3;1;1;3;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;05680025;5;1;1;5;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;05680026;3;1;1;3;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;05680078;1;1;1;1;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;05680079;3;1;1;3;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;05680080;14;1;1;14;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;05680081;1;1;1;1;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;05680082;1;1;1;1;特定專用區(一)
中華民國;交通部台灣鐵路管理局;萬華區;華江段三小段;05680083;29;1;1;29;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;05680084;9;1;1;9;特定專用區(一)
中華民國;財政部國有財產署;萬華區;華江段三小段;06600000;15;1;1;15;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;00350002;17;1;1;17;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;00350003;29;1;1;29;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;00360000;85;1;1;85;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;00450000;79;1;1;79;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;00460001;8;2;1;4;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;00500006;26;1;1;26;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;00500007;43;1;1;43;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;00500008;126;1;1;126;第三種住宅區
中華民國;交通部公路總局;萬華區;萬大段一小段;02910000;124;1;1;124;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;03400001;2;1;1;2;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;03580004;55;1;1;55;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;03580005;81;1;1;81;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;04510000;11;1;1;11;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;04700000;3;80;1;0.0375;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;04770000;45;8;1;5.625;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;04910000;104;1;1;104;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;04950000;21;1;1;21;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;04960000;67;1;1;67;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;04960002;44;1;1;44;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;04970000;90;1;1;90;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;05200000;20;1;1;20;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;05200003;11;1;1;11;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;05200004;21;1;1;21;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;05200005;79;1;1;79;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;05200006;11;1;1;11;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;05200007;43;1;1;43;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;05200009;31;1;1;31;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;05200012;20;1;1;20;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;05200013;18;1;1;18;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;05960000;36;1;1;36;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段一小段;05960001;66;1;1;66;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段二小段;00120000;72;1;1;72;第三種住宅區但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)
中華民國;財政部國有財產署;萬華區;萬大段二小段;00330000;96;1;1;96;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段二小段;00890001;42;16;1;2.625;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段二小段;00900001;24;48;1;0.5;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段二小段;00900002;26;48;1;0.541666667;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段二小段;00900003;106;48;1;2.208333333;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段二小段;00910000;83;1;1;83;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段二小段;00920001;157;48;1;3.270833333;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段二小段;00920002;6;48;1;0.125;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段二小段;01140004;172;1;1;172;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段二小段;02060001;113;1;1;113;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第壹種商業區)及道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)
中華民國;財政部國有財產署;萬華區;萬大段二小段;03140000;86;1;1;86;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段二小段;03850000;72;1;1;72;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段二小段;04420002;12;2;1;6;第三種住宅區
中華民國;財政部國有財產署;萬華區;萬大段二小段;05630000;27;1;1;27;第三種住宅區
中華民國;財政部國有財產署;萬華區;直興段一小段;00910000;30;1;1;30;第四種商業區但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)
中華民國;財政部國有財產署;萬華區;直興段一小段;01090000;25.38;1;1;25.38;第四種商業區
中華民國;財政部國有財產署;萬華區;直興段一小段;01260000;53;1;1;53;第四種商業區但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)
中華民國;財政部國有財產署;萬華區;直興段一小段;01270000;141;1;1;141;第四種商業區但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)
中華民國;財政部國有財產署;萬華區;直興段一小段;02170000;2;1;1;2;第四種住宅區
中華民國;財政部國有財產署;萬華區;直興段一小段;02630000;4;1;1;4;第四種住宅區
中華民國;財政部國有財產署;萬華區;直興段一小段;03210000;11;1;1;11;第四種商業區
中華民國;財政部國有財產署;萬華區;直興段一小段;03480000;4;1;1;4;第四種商業區
中華民國;台北市政府工務局新建工程處;萬華區;直興段一小段;03680000;185;1;1;185;第四種住宅區
中華民國;財政部國有財產署;萬華區;直興段一小段;03730000;90;1;1;90;第四種住宅區
中華民國;財政部國有財產署;萬華區;直興段一小段;03790000;4;1;1;4;第四種住宅區
中華民國;財政部國有財產署;萬華區;直興段一小段;03890001;14;1;1;14;第四種住宅區
中華民國;台北市政府工務局新建工程處;萬華區;直興段一小段;04310001;12;181;171;11.33701657;第四種住宅區
中華民國;財政部國有財產署;萬華區;直興段一小段;04370000;70;1;1;70;第四種住宅區
中華民國;財政部國有財產署;萬華區;直興段一小段;04740000;25;1;1;25;第四種住宅區
中華民國;財政部國有財產署;萬華區;直興段一小段;05000000;16;1;1;16;第四種商業區
中華民國;財政部國有財產署;萬華區;直興段一小段;05190001;2;1;1;2;第四種商業區
中華民國;財政部國有財產署;萬華區;直興段一小段;05190002;4;1;1;4;第四種商業區
中華民國;財政部國有財產署;萬華區;直興段一小段;06920000;39;1;1;39;第四種住宅區
中華民國;財政部國有財產署;萬華區;直興段一小段;07220005;20;1;1;20;第四種住宅區
中華民國;財政部國有財產署;萬華區;直興段一小段;07420002;1;1;1;1;第四種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;00350002;17;21;2;1.619047619;第四之一種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;00640000;3;1;1;3;第四之一種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;00900000;116;1;1;116;第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)
中華民國;財政部國有財產署;萬華區;直興段二小段;00900001;4;1;1;4;第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)
中華民國;財政部國有財產署;萬華區;直興段二小段;00900002;11;1;1;11;第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)
中華民國;財政部國有財產署;萬華區;直興段二小段;00900003;8;1;1;8;第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)
中華民國;財政部國有財產署;萬華區;直興段二小段;00930000;19;1;1;19;第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)
中華民國;交通部台灣鐵路管理局;萬華區;直興段二小段;01050000;214;1;1;214;第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)
中華民國;財政部國有財產署;萬華區;直興段二小段;02170000;4;20;1;0.2;第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)
中華民國;財政部國有財產署;萬華區;直興段二小段;02180000;3;20;1;0.15;第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)
中華民國;財政部國有財產署;萬華區;直興段二小段;02540001;1;1;1;1;第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)
中華民國;財政部國有財產署;萬華區;直興段二小段;02560000;6;1;1;6;第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)
中華民國;台北市政府工務局新建工程處;萬華區;直興段二小段;04860000;2;1;1;2;第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)
中華民國;財政部國有財產署;萬華區;直興段二小段;05140000;44;1;1;44;第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)
中華民國;財政部國有財產署;萬華區;直興段二小段;05200000;11;1;1;11;第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)
中華民國;財政部國有財產署;萬華區;直興段二小段;05250002;15;1;1;15;第四之一種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;05250003;8.62;1;1;8.62;第四之一種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;05250004;33;1;1;33;第四之一種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;05250005;141;1;1;141;第四之一種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;05250006;44;1;1;44;第四之一種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;05250007;60;1;1;60;第四之一種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;05250008;60;1;1;60;第四之一種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;05250009;22;1;1;22;第四之一種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;05250010;23;1;1;23;第四之一種住宅區
中華民國;財政部國有財產署;萬華區;直興段二小段;05250011;35;1;1;35;第四之一種住宅區
