所有權人;管理者;行政區;段小段;地號;面積;分母;分子;持分面積;使用分區
中華民國;財政部國有財產署;大安區;復興段二小段;01490016;294;1;1;294;第四種住宅區
中華民國;財政部國有財產署;大安區;復興段二小段;01500017;25;1;1;25;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;大安區;復興段二小段;01500027;2;1;1;2;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第肆種住宅區)
中華民國;財政部國有財產署;大安區;復興段二小段;01500028;93;1;1;93;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第肆種住宅區)
中華民國;財政部國有財產署;大安區;復興段二小段;01620001;54;1;1;54;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;臺北市政府工務局新建工程處;大安區;復興段二小段;02760001;0.26;1;1;0.26;第四種住宅區
中華民國;財政部國有財產署;大安區;復興段二小段;02770001;5;1;1;5;第四種住宅區
中華民國;財政部國有財產署;大安區;復興段二小段;04230001;9;1;1;9;敦化南北路特定專用區(A區)(依都市計畫說明書圖規定辦理)(原屬第肆種住宅區)
中華民國;財政部國有財產署;大安區;復興段三小段;00130002;4;1;1;4;第四種住宅區
中華民國;財政部國有財產署;大安區;復興段三小段;00130003;3;1;1;3;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第肆種住宅區)
中華民國;財政部國有財產署;大安區;復興段三小段;00130004;2;1;1;2;敦化南北路特定專用區(A區)(依都市計畫說明書圖規定辦理)(原屬第肆種住宅區
中華民國;財政部國有財產署;大安區;復興段三小段;00160002;22;1;1;22;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第肆種住宅區)
中華民國;財政部國有財產署;大安區;復興段三小段;00160003;16;1;1;16;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第肆種住宅區)
中華民國;財政部國有財產署;大安區;復興段三小段;00160006;15;1;1;15;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第肆種住宅區)
中華民國;財政部國有財產署;大安區;復興段三小段;00160008;12;1;1;12;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第肆種住宅區)
中華民國;財政部國有財產署;大安區;復興段三小段;00160010;2;1;1;2;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第肆種住宅區)
中華民國;財政部國有財產署;大安區;復興段三小段;00180001;3;1;1;3;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第肆種住宅區)
中華民國;財政部國有財產署;大安區;復興段三小段;00210000;32;1;1;32;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第肆種住宅區)
中華民國;財政部國有財產署;大安區;復興段三小段;00210001;18;1;1;18;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第肆種住宅區)
中華民國;財政部國有財產署;大安區;復興段三小段;00210002;16;1;1;16;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第肆種住宅區)
中華民國;財政部國有財產署;大安區;復興段三小段;00210004;41;1;1;41;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第肆種住宅區)
中華民國;財政部國有財產署;大安區;復興段三小段;00210005;13;1;1;13;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第肆種住宅區)
中華民國;財政部國有財產署;大安區;復興段三小段;00210006;13;1;1;13;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第肆種住宅區)
中華民國;財政部國有財產署;大安區;復興段三小段;00210007;2;1;1;2;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第肆種住宅區)
中華民國;財政部國有財產署;大安區;復興段三小段;03720000;50;1;1;50;第四種住宅區
中華民國;財政部國有財產署;大安區;復興段三小段;03760002;11;1;1;11;第四種住宅區
中華民國;財政部國有財產署;大安區;復興段三小段;03760003;66;1;1;66;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)及第四種住宅區
中華民國;財政部國有財產署;大安區;復興段三小段;03760005;10;1;1;10;第四種住宅區
中華民國;財政部國有財產署;大安區;復興段三小段;03760006;10;1;1;10;第四種住宅區
中華民國;財政部國有財產署;大安區;復興段三小段;04190000;53;1;1;53;第四種住宅區
中華民國;財政部國有財產署;大安區;復興段三小段;04190002;24;1;1;24;第四種住宅區
中華民國;財政部國有財產署;大安區;復興段三小段;04190004;87;1;1;87;第四種住宅區
中華民國;財政部國有財產署;大安區;復興段三小段;04440001;2;1;1;2;第四種住宅區
中華民國;財政部國有財產署;大安區;復興段三小段;08570000;98;1;1;98;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種住宅區)及第四種住宅區
中華民國;國防部軍備局;大安區;復興段三小段;08670000;1183;1;1;1183;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;國防部軍備局;大安區;復興段三小段;08670001;590;1;1;590;第四種住宅區
中華民國;國防部軍備局;大安區;復興段三小段;08670003;161;1;1;161;第四種住宅區
中華民國;國立臺北科技大學;大安區;復興段三小段;08690003;9;1;1;9;第四種住宅區
中華民國;財政部國有財產署;大安區;大安段一小段;00990004;4;1077;3;0.011142061;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段一小段;00990006;1;1077;3;0.002785515;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段一小段;01070001;2;1;1;2;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段一小段;01630000;3;1;1;3;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段一小段;01680000;34;10000;6055;20.587;第三種住宅區
中華民國;臺北市政府工務局新建工程處;大安區;大安段一小段;01960000;33;1;1;33;第三種住宅區
中華民國;臺北市政府工務局新建工程處;大安區;大安段一小段;02140000;75;1;1;75;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段一小段;06980000;94;1;1;94;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;大安區;大安段二小段;01600000;6;16;5;1.875;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段二小段;03430000;1;827;366;0.442563482;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;大安區;大安段二小段;03440000;18;827;366;7.966142684;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;大安區;大安段二小段;03460000;25;827;366;11.06408706;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第貳種商業區)
中華民國;國防部政治作戰局;大安區;大安段二小段;04120002;89;1;1;89;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段二小段;04180000;40;1;1;40;第三種住宅區
中華民國;國防部政治作戰局;大安區;大安段二小段;04250000;170;1;1;170;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;國防部政治作戰局;大安區;大安段二小段;04260000;125;1;1;125;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;國防部政治作戰局;大安區;大安段二小段;04270000;1076;1;1;1076;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;國防部政治作戰局;大安區;大安段二小段;04270001;28;1;1;28;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)
中華民國;國防部軍備局;大安區;大安段二小段;04270002;487;1;1;487;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)
中華民國;國防部軍備局;大安區;大安段二小段;04270003;1108;1;1;1108;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;臺北市政府工務局新建工程處;大安區;大安段二小段;05070000;6;1;1;6;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段三小段;00420000;42;5250;1430;11.44;敦化南北路特定專用區(B區)(依都市計畫說明書圖規定辦理)(原屬第參之貳種住宅區)
中華民國;財政部國有財產署;大安區;大安段三小段;00440000;6;2;1;3;敦化南北路特定專用區(B區)(依都市計畫說明書圖規定辦理)(原屬第參之貳種住宅區)
中華民國;財政部國有財產署;大安區;大安段三小段;00440001;47;2;1;23.5;敦化南北路特定專用區(B區)(依都市計畫說明書圖規定辦理)(原屬第參之貳種住宅區)
中華民國;財政部國有財產署;大安區;大安段三小段;00710001;22;1;1;22;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段三小段;02380000;3;1;1;3;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段三小段;02450001;98;1;1;98;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段三小段;02520000;41.48;1;1;41.48;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段三小段;02520001;26.42;1;1;26.42;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段三小段;02520002;2.1;1;1;2.1;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段三小段;02670001;11;1;1;11;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;大安區;大安段三小段;02670003;8;1;1;8;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;大安區;大安段三小段;02670005;67;1;1;67;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;大安區;大安段三小段;02670007;16;1;1;16;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;大安區;大安段三小段;02910000;7;1;1;7;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;大安區;大安段三小段;02910001;17;1;1;17;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;大安區;大安段三小段;02910002;16;1;1;16;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;大安區;大安段三小段;02910003;13;1;1;13;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;大安區;大安段三小段;02910004;13;1;1;13;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;大安區;大安段三小段;02910005;10;1;1;10;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;大安區;大安段三小段;02910006;12;1;1;12;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;大安區;大安段三小段;02910007;8;1;1;8;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;大安區;大安段三小段;02920000;4;1;1;4;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;大安區;大安段三小段;02920002;10;1;1;10;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;大安區;大安段三小段;03050001;19;1;1;19;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段三小段;03500003;4;1;1;4;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段三小段;03550000;36;1;1;36;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段三小段;03550001;32;1;1;32;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段三小段;03550003;61;1;1;61;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段三小段;03550004;43;1;1;43;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段三小段;03550005;35;1;1;35;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段三小段;03550006;15;1;1;15;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段三小段;03550007;10;1;1;10;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段三小段;03550008;16;1;1;16;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段三小段;03550009;11;1;1;11;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段三小段;03550013;20;1;1;20;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段三小段;03550014;19;1;1;19;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段三小段;03600000;104;1;1;104;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段三小段;03730001;40;1;1;40;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段三小段;03730002;25;1;1;25;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段三小段;03770000;19;1;1;19;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段三小段;03770003;13;1;1;13;第三種住宅區
中華民國;財政部國有財產署;大安區;大安段三小段;03900000;7;1;1;7;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;大安區;大安段三小段;03900001;6;1;1;6;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;大安區;大安段三小段;03910000;14;1;1;14;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;大安區;大安段三小段;03910001;21;1;1;21;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;大安區;大安段三小段;03910002;9;1;1;9;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;大安區;大安段三小段;03970001;32;1;1;32;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;大安區;大安段三小段;03970006;12;1;1;12;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;大安區;大安段三小段;04150000;123;1;1;123;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;大安區;大安段三小段;04320000;70;1;1;70;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;大安區;大安段三小段;04330002;1;1;1;1;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;大安區;大安段三小段;04920000;1;15;1;0.066666667;第三種住宅區
中華民國;財政部國有財產署;大安區;懷生段一小段;01620004;2;1;1;2;第三之一種住宅區(特)
中華民國;財政部國有財產署;大安區;懷生段一小段;01620005;39;1;1;39;第三之一種住宅區(特)
中華民國;財政部國有財產署;大安區;懷生段一小段;01620016;10;1;1;10;第三之一種住宅區(特)
中華民國;交通部台灣鐵路管理局;大安區;懷生段一小段;01740000;193;1;1;193;第三之一種住宅區(特)
中華民國;財政部國有財產署;大安區;懷生段一小段;02400001;1;1;1;1;第三之一種住宅區(特)
中華民國;交通部台灣鐵路管理局;大安區;懷生段一小段;05590001;2;1;1;2;第三種住宅區
中華民國;財政部國有財產署;大安區;懷生段一小段;09400000;729.2;1;1;729.2;第三之二種住宅區
中華民國;財政部國有財產署;大安區;懷生段一小段;09400001;52.55;1;1;52.55;第三之二種住宅區
中華民國;財政部國有財產署;大安區;懷生段二小段;00110000;3;1;1;3;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)
中華民國;財政部國有財產署;大安區;懷生段二小段;00170001;224;22879;21174;207.3069627;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;大安區;懷生段二小段;00170005;201;22879;21174;186.0209799;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;大安區;懷生段二小段;00310000;164;1;1;164;第三種住宅區
中華民國;財政部國有財產署;大安區;懷生段二小段;00310003;78;1;1;78;第三種住宅區
中華民國;財政部國有財產署;大安區;懷生段二小段;00320000;181;5;4;144.8;第三種住宅區
中華民國;財政部國有財產署;大安區;懷生段二小段;00450000;606;22879;21174;560.8393724;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;大安區;懷生段二小段;00450002;732;22879;21174;677.4495389;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)
中華民國;國防部軍備局;大安區;懷生段二小段;01140001;738;1;1;738;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第貳種商業區)
中華民國;國防部軍備局;大安區;懷生段二小段;01140006;290;1;1;290;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)
中華民國;國防部軍備局;大安區;懷生段二小段;01140007;108;1;1;108;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)
中華民國;國防部軍備局;大安區;懷生段二小段;01150000;198;1;1;198;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;國防部軍備局;大安區;懷生段二小段;01150002;127;1;1;127;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)
中華民國;國防部軍備局;大安區;懷生段二小段;01160000;1474;1;1;1474;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;國防部軍備局;大安區;懷生段二小段;01160001;94;1;1;94;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之貳種住宅區及第貳種商業區)
中華民國;國防部軍備局;大安區;懷生段二小段;01180000;71;1;1;71;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之貳種住宅區及第參種住宅區及第貳種商業區)
中華民國;國防部軍備局;大安區;懷生段二小段;01180002;252;1;1;252;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之貳種住宅區及第貳種商業區)
中華民國;國防部軍備局;大安區;懷生段二小段;01190000;415;1;1;415;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之貳種住宅區及第參種住宅區及第貳種商業區)
中華民國;財政部國有財產署;大安區;懷生段二小段;02180000;2;240;206;1.716666667;第三之二種住宅區
中華民國;財政部國有財產署;大安區;懷生段二小段;02220005;9;1;1;9;第三種住宅區
中華民國;財政部國有財產署;大安區;懷生段二小段;02220006;97;1;1;97;第三種住宅區
中華民國;國立臺灣師範大學附屬高級中學;大安區;懷生段二小段;03690000;315;1;1;315;第三種住宅區
中華民國;法務部調查局;大安區;懷生段二小段;04750001;6;1;1;6;第三之二種住宅區
中華民國;財政部國有財產署;大安區;懷生段三小段;00210000;89;1;1;89;第三之一種住宅區(特)
中華民國;財政部國有財產署;大安區;懷生段三小段;00210003;51;1;1;51;第三之一種住宅區(特)
中華民國;財政部國有財產署;大安區;懷生段三小段;00210004;6;1;1;6;第三之一種住宅區(特)
中華民國;財政部國有財產署;大安區;懷生段三小段;00210006;29;1;1;29;第三之一種住宅區(特)
中華民國;財政部國有財產署;大安區;懷生段三小段;00240001;92;1;1;92;第三之一種住宅區(特)及第三之二種住宅區
中華民國;財政部國有財產署;大安區;懷生段三小段;00730001;5;250;6;0.12;第三之一種住宅區(特)但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)
中華民國;財政部國有財產署;大安區;懷生段三小段;01440001;3;250;6;0.072;第三之一種住宅區(特)
中華民國;財政部國有財產署;大安區;懷生段三小段;01650001;260;250;196;203.84;第三之一種住宅區(特)
中華民國;財政部國有財產署;大安區;懷生段三小段;01660001;4;250;6;0.096;第三之一種住宅區(特)但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)
中華民國;財政部國有財產署;大安區;懷生段三小段;01770001;4;250;6;0.096;第三之一種住宅區(特)
中華民國;財政部國有財產署;大安區;懷生段三小段;01830001;4;250;6;0.096;第三之一種住宅區(特)
中華民國;財政部國有財產署;大安區;懷生段三小段;01840001;3;250;6;0.072;第三之一種住宅區(特)
中華民國;財政部國有財產署;大安區;懷生段三小段;01870001;6;250;6;0.144;第三之一種住宅區(特)
中華民國;臺北市政府工務局新建工程處;大安區;懷生段三小段;01990003;1;1;1;1;第三種住宅區
中華民國;財政部國有財產署;大安區;懷生段三小段;02780000;48;1;1;48;第三之二種住宅區
中華民國;財政部國有財產署;大安區;懷生段三小段;02780002;72;1;1;72;第三之二種住宅區
中華民國;財政部國有財產署;大安區;懷生段三小段;02780004;9;1;1;9;第三之二種住宅區
中華民國;財政部國有財產署;大安區;懷生段三小段;04320000;433;1;1;433;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;大安區;懷生段三小段;04330000;249;1;1;249;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;財政部國有財產署;大安區;懷生段三小段;04330001;73;1;1;73;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;大安區;懷生段三小段;04360000;318;1;1;318;第三種住宅區
中華民國;財政部國有財產署;大安區;懷生段三小段;05990000;32;1;1;32;第三之二種住宅區
中華民國;財政部國有財產署;大安區;懷生段三小段;05990004;34;1;1;34;第三之二種住宅區
中華民國;財政部國有財產署;大安區;懷生段三小段;05990005;43;1;1;43;第三之二種住宅區
中華民國;財政部國有財產署;大安區;懷生段三小段;05990006;1;1;1;1;第三之二種住宅區
中華民國;財政部國有財產署;大安區;懷生段三小段;05990009;54;1;1;54;第三之二種住宅區
中華民國;財政部國有財產署;大安區;懷生段三小段;05990010;54;1;1;54;第三之二種住宅區
中華民國;財政部國有財產署;大安區;懷生段四小段;00080002;15;1;1;15;第三之二種住宅區
中華民國;財政部國有財產署;大安區;懷生段四小段;00080003;12;1;1;12;第三之二種住宅區
中華民國;財政部國有財產署;大安區;懷生段四小段;00090000;422;1;1;422;第三之二種住宅區
中華民國;財政部國有財產署;大安區;懷生段四小段;00100000;207;1;1;207;第三之二種住宅區
中華民國;財政部國有財產署;大安區;懷生段四小段;00100001;135;1;1;135;第三種住宅區
中華民國;財政部國有財產署;大安區;懷生段四小段;00110003;17;1;1;17;第三之二種住宅區
中華民國;財政部國有財產署;大安區;懷生段四小段;00110005;13;1;1;13;第三種住宅區
中華民國;財政部國有財產署;大安區;懷生段四小段;00420000;362;1;1;362;第三種住宅區
中華民國;財政部國有財產署;大安區;懷生段四小段;00490000;362;1;1;362;第三種住宅區
中華民國;國防部政治作戰局;大安區;懷生段四小段;01420000;366;1;1;366;第三種住宅區
中華民國;國防部政治作戰局;大安區;懷生段四小段;01430001;54;1;1;54;第一種商業區
中華民國;財政部國有財產署;大安區;懷生段四小段;01440000;204;1;1;204;第一種商業區
中華民國;財政部國有財產署;大安區;懷生段四小段;01520000;153;1;1;153;第一種商業區
中華民國;財政部國有財產署;大安區;懷生段四小段;01530000;149;1;1;149;第一種商業區
中華民國;國防部軍備局;大安區;懷生段四小段;02320000;319;1;1;319;第三種住宅區
中華民國;財政部國有財產署;大安區;懷生段四小段;03500000;493;1;1;493;第三種住宅區
中華民國;財政部國有財產署;大安區;懷生段四小段;05210002;292;1;1;292;第三種住宅區
中華民國;財政部國有財產署;大安區;懷生段四小段;05930002;23;1;1;23;第三之二種住宅區及第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)
中華民國;國防部軍備局;大安區;辛亥段一小段;01590011;732;100000;2411;17.64852;第三種住宅區
中華民國;國防部政治作戰局;大安區;辛亥段一小段;01760000;601;1;1;601;第三種住宅區
中華民國;國防部政治作戰局;大安區;辛亥段一小段;01760002;121;1;1;121;第三種住宅區
中華民國;國防部政治作戰局;大安區;辛亥段一小段;01780000;19;1;1;19;第三種住宅區
中華民國;財政部國有財產署;大安區;辛亥段三小段;05210000;2;1;1;2;第三種住宅區
中華民國;財政部國有財產署;大安區;辛亥段三小段;05320001;155;1;1;155;第三種住宅區
中華民國;國防部軍備局;大安區;辛亥段三小段;05540000;20705;1;1;20705;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第參之壹種住宅區)
中華民國;國防部軍備局;大安區;辛亥段三小段;05540002;1702;1;1;1702;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第參之壹種住宅區)
中華民國;財政部國有財產署;大安區;辛亥段三小段;05810000;10;1;1;10;第三種住宅區
中華民國;財政部國有財產署;大安區;辛亥段三小段;05850000;6;1;1;6;第三種住宅區
中華民國;財政部國有財產署;大安區;辛亥段三小段;05850001;4;1;1;4;第三種住宅區
中華民國;財政部國有財產署;大安區;辛亥段三小段;06000000;33;1;1;33;第三種住宅區
中華民國;財政部國有財產署;大安區;辛亥段三小段;06090000;261;1;1;261;第三種住宅區
中華民國;財政部國有財產署;大安區;辛亥段三小段;06210000;37;6;1;6.166666667;第三種住宅區
中華民國;法務部調查局;大安區;辛亥段三小段;06770000;245;1;1;245;第一種商業區
中華民國;財政部國有財產署;大安區;辛亥段三小段;06780000;12;1;1;12;第一種商業區
中華民國;法務部調查局;大安區;辛亥段三小段;06790000;74;1;1;74;第一種商業區
中華民國;財政部國有財產署;大安區;辛亥段三小段;07320000;3;1;1;3;第三之一種住宅區
中華民國;國防部軍備局;大安區;辛亥段三小段;07960000;117;1;1;117;第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之壹種住宅區)
中華民國;財政部國有財產署;大安區;辛亥段四小段;00070001;85;1;1;85;第三種住宅區
中華民國;財政部國有財產署;大安區;辛亥段四小段;00100000;29;1;1;29;第三種住宅區
中華民國;財政部國有財產署;大安區;辛亥段四小段;00110000;8;1;1;8;第三種住宅區
中華民國;國防部政治作戰局;大安區;辛亥段四小段;00240000;738;1;1;738;第三之一種住宅區及第三種住宅區
中華民國;財政部國有財產署;大安區;辛亥段四小段;00240001;772;1;1;772;第三之一種住宅區及第三種住宅區
中華民國;財政部國有財產署;大安區;辛亥段四小段;00640000;76;1;1;76;第一種商業區
中華民國;財政部國有財產署;大安區;辛亥段四小段;00880000;27;1;1;27;第三種住宅區
中華民國;財政部國有財產署;大安區;辛亥段四小段;00880004;29;1;1;29;第三種住宅區
中華民國;財政部國有財產署;大安區;辛亥段四小段;01730000;28;1;1;28;第三種住宅區
中華民國;行政院海岸巡防署海岸巡防總局;大安區;辛亥段四小段;01740001;4;1;1;4;第三種住宅區
中華民國;財政部國有財產署;大安區;辛亥段四小段;01750000;1781;1;1;1781;第三種住宅區
中華民國;財政部國有財產署;大安區;辛亥段四小段;01750001;82;1;1;82;第三種住宅區
中華民國;財政部國有財產署;大安區;辛亥段四小段;01750002;66;1;1;66;第三種住宅區
中華民國;財政部國有財產署;大安區;辛亥段四小段;01750003;115;1;1;115;第三種住宅區
